emotion,tweet
Joy,RT @mickey_0929: @kc_concepcion Dito samen ang mga bata nageenjoy sa baha. Dito sila nagaaral magswimming. Libre lng ala bayad:-) http:/ ...
Joy,Wala akong someone neng! HAHA. Baha padin dyan? @RAARpoms
Joy,"Guys, beware maraming plastic ang lumulutang ngayong baha. Check nio, baka isa sa mga friends nio. Hahaha."
Joy,@Rich_Anne_1D Okay naman.. Masaya kahit baha.. :)))
Joy,@iam_snorlax Walang baha dito. Hehe. Sa inyo?
Joy,"_¢‚Ç¨_ì@gidgetdc: @adeluh oo nga po eh, thank u Lord po talaga :) pero habang umuulan kabado..._¢‚Ç¨ÔÜù>>nakakapagtaka nga kasi bumaha wala namang bagyo"
Joy,@evangelistarhap Buti di ka lumusong sa baha. :))
Joy,nagtatampisaw sa baha... =))
Joy,@iAlexRosel gagawa ka pa? haha wala na daw baha sa lifehomes makakapasok ako. wala namang assignment sa eco at acctg.
Joy,@IamJVmendoza haha ! ndi nman mxado .. pero knina mLakas yung uLan ..
Joy,@yhem19 mababaliw ako nun. nakaabang ako lagi sa SM Manila HAHAHA
Joy,"@Kiiimboy: Grabe biglang lakas ng ulan. :/ kanina wala naman. Buti nanghiram pa ko ng payong kay @nishylicious. :))"" -- Hahaha! Ingaaat! :D"
Joy,@grachy wala ako lang malayo samin hehehe sa manila mga kamag anak ko.
Joy,@jobujobxjoben @sepligero yung isa biking sa ulan hahaha
Joy,@JayBrzy Nde. matibay yata dito xD haha takot lang ng baha pumasok s bahay nmen xD LOLS. eh jan musta ?|
Joy,@AbcTinabells Lagi naman joke. Lunod kita sa baha =))))
Joy,Oo na! hahaha lahat nalang ng nababasa ko suspended klase sa Laguna haha.
Joy,"@dick3rs Sige na nga... Sa baha na lang ako titingin, hindi sa #pekpekshortsFTW mo hehe."
Joy,@mariemadeldal @beaisabelle Magpapaalam ako dito na papasok ako pero pupunta lang akong SM Fairview :D
Joy,@eijaaay ITLOG haha usapang baha kasi puro bodies of water na nasa utak ko eh :P kain!!
Joy,"@AlecForeverMe nyaah, hindi naman sa akin yun. sa pinsan ko yan, HAHAHA! sa may Anonas, umalis kami ng bahay nun dahil sa taas ng baha. :)"
Joy,"@meeckomeecks hahahahah. :) antay k lng. Di na jeep aawayin nten. Lols.""Bad ka!"". Haahaaha. :D"
Joy,"@allannnator Nagpagawa kasing ng house and lot. HAHA chos, nagpagawa ng bahay si pader ditey kaya ayun, sunod kaming lahat. XD (bulacan)"
Joy,@airahfrancisco bukas po pnta kme malaca_É¬±ang.. :) nung ondoy po nagvolunteer kme dun eh.. :)
Joy,"@Val_Fajardo hindi ba baha sa katipunan ngayon? papasundo sana ko hahaha thanks, Val!"
Joy,"@mariamealf Thanks for the concern! Hindi bumabaha dito sa part ng Bulacan na'to. Sa dorm, dun ang baha! haha"
Joy,@imsimplyraczhel Baha 'te. Hahaha. Rizal park + Ocean park na yun ngayon :))
Joy,salamat at nakauwi na! lakas ng ulan sa may curimao-pinili kanina.
Joy,"@_UnfaithfulME ou kaya! hahaha! tiga san miguel talaga ako, dito lang kmi ng kapatid ko sa manila nag aaral :)"
Joy,"@imluispablo @tinntenn oyyy, matangkad nman ako para sa baha no! Haha.!"
Joy,RT @thearbieaquino: All Levels in Laguna walang pasok except Calamba City HAHAHA unfair si Gov. Asiong Salonga
Joy,#tq Mainit naba sa Manila. So kelangan na ng Topless na Dp? Lols
Joy,#tq Finally back in Manila! so happy its nice and sunny _¢Àú‚Ç¨
Joy,#tq @jhooomz naks! Si Jhoms oh pagimik gimik lang kahit lakas ng ulan! Hahaha
Joy,#tq Tnx God! nawala din ung baha samen :>
Joy,@cavillafuertee @jaymeeranda Kami po taga Mandaluyong. Sama kami! :))
Joy,@callmejea sabi baha daw :))
Joy,baha daw sa marikina lampas bata na naka-higa. hahaha joke @TheGreatYooLee love you!!!!
Joy,"@judaaai Haha! Oo, synchronized swimming pa sa baha Ateng para mas masaya! XD Bet mo? Oo, nxtsem na! Para manchx na tayo agad! Hahaa! Lol =D"
Joy,"@strawberrycai baha sa may kanal area, hehe"
Other,"RT @worthyraise: Malakas na ulan at mas mataas ang baha. Waist level na sa Mayapis, Gil Puyat Ave. & around Cityland Condo Makati. P ..."
Other,Uuwi ng Bulacan o hindi? May pasok bukas o wala? #whattodo?
Other,"@itsjoye ok girl. Mataas yun place namin kaya safe sa baha. Ingat din kayo, girl. Stay safe."
Other,@thatgurLYen baha nnaman ba sa bacoor yhen?
Other,How true na hanggang dibdib na sa Maysilo-Boni area in Mandaluyong?
Other,"RT @MiriamDefensor: Lazy Students: God, Bagyo naman dyan para walang Pasok. God: Okay! ( Ayan, Bangag kayo sa bahay nyo. Next Week pa an ..."
Other,@supernica01 Slr. Ok lang men. Di baha dito. Kayo ba dyan?
Other,@MELA_la_IT_era dapat wala na‚Ä¢ Tatapusin lang yung 1st sem kasi si kim pang gabi‚Ä¢ Weekdays sa pasay ... http://t.co/hnMrr7sz
Other,RT @gmanews: Arch. Palafox: ‚ÄúI have 60 recommendations [for flood control.] 58 pa ang di nagagawa...Kailangan double-time.‚Äù #SONA
Other,"RT @dzrhnews Klase sa lahat ng antas sa buong Pasay City suspendido na bukas, Aug. 9 at Biyernes, Aug. 10 ayon kay Mayor Tony Calixto nyay."
Other,RT @ItsShowtime: Super proud of Kim Chiu. She went personally to Marikina. Sariling bili ng relief goods at sasakyang ginamit. http://t. ...
Other,@mariakaziel ow cmon.humupa na baha kanina eh.natulog lang ako paggising ko mas mataas na baha na hanggang dibdib ngayon dito sa villamor..
Other,"@jempotpatitot yup yup. Pero baha pa rin daw sa USTe ah? Wala na ata pasok bukas. Pero kahit meron, konti lang makakapasok."
Other,"@carlos_pogi27 sa may hacienda heights. Hindi mapatay yung sunog kahit ang lakas ng ulan,"
Other,"In case na may classes tomorrow, excused kayo if need niyo talaga maglinis at mag-ayos ng gamit ng dahil sa baha.  (c) -Ms. Badeth CEIT Head"
Other,"Reposting, from Tina Tan:  Today: DISMAYADO si noynoy sa orange warning ng PAGASA... gusto palaging yellow."
Other,@CamsInfantado Madilim na. Dina kaya maglakad sa baha.
Other,RT @jgacs19: Lakas na nman ng ulan pero walang bagyo#hanging habagat
Other,Ulan ulan ulan nanaman.
Other,ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG ULAN NG  ULAN NG ULAN NG ULAN
Other,@Anjoolijolie kamusta situation nila? hangang saan na baha?
Other,@keypadlocko1 Di naman siguro. Wala namang baha sa may Concep e. Don lang sa may Tumana.
Other,@katlacandula si mark and francis nag punta dito while baha sinamahan nila ako.
Other,"@PatamaSayo: ""Kasabay mo ng pag baha sa pinas, ang weeksary namin"" - JaBitch"
Other,@ABSCBNBreaking   how about paranaque????? baha na din po dto sa amin at wala pa pong announcement si mayor????
Other,@JeppCantThink my dad passed there kanina papuntang sta. Lucia ok naman daw sabi niya baha ung mga side streets papunta marquinton.
Other,"@japselmolove ngayon ka pa bibili ng bota at kapote inay? Haha. May pagkain ka ba dyan? Baha pa din sa baba namin, buti nasa 3rd flr kami"
Other,@dimplejuanson asan ka?lumulusob nnmn kyo franz sa baha.mag boots kyo.mahirap na.oks lng sisilip kme ngayn ilog.
Other,@Allyperalta @lateANN oo nga! kasi yung ulan eh-_- sorry singit yum ba yung pinapagusapan niyo?
Other,@DZMMTeleRadyo may pasok po ba bukas ang Cainta Rizal?.
Other,"RT @DZMMTeleRadyo: (PRAYER) Archdiocese ng Manila, humingi ng dasal para sa paghinto ng ulan at baha ... http://t.co/glvn3zEh"
Other,@papperoo di ko lang alam walang pasok eh hindi ko a siya nadadaanan pero sa likod na street namin baha na
Other,RT @kaye_abad: Walang tigil ang ulan at nasaan ka araw?
Other,"@fmsalido kaya nga eh,kelan ka nakauwi ng Laguna ba?"
Other,"kulet ng nanay ko gustong pumasok. sige, bumabaha sa marikina"
Other,"RT @gmanews: Recto underpass, 'di pa rin madaanan; baha, umabot na sa kisame ng tunnel #NewsToGo"
Other,@xhoneylynx assuming masyado. Bagyo ang peg :|
Other,@Mbamante TROO! #Habagat #Ulan #baha  #kapagod #pahirap
Other,Baha. #ItsmorefuninthePhilippines.
Other,Ano po ba passable na daan going to BOC from pasig?..kelangan po pumasok ng asawa ko.. #rescueph
Other,RT @MMDA: Traffic Update: As of 9:15 PM C5 NB Market2x to bagong Ilog-(LM) after light to Libis. #mmda
Other,RT @DZMMTeleRadyo: Manila Mayor Lim: BUKAS WALA NA RING KLASE SA BUONG ANTAS  PATI SA CITY HALL (panayam ngayon sa DZMM TeleRadyo)
Other,"RT @mazda03: @ogiediaz nid ur attention mga bahay dto sa St. Monique ng Globe Asiatique prone sa paguho nagkabitakbitak,we nid media ASA ..."
Other,"RT @DZMMTeleRadyo: PUP Manila all levels, National University, CEU all campuses, nagsuspinde na ng klase bukas, Agosto 9"
Other,"RT @bandila: CORRECTION: WALA PONG PASOK BUKAS SA POLYTECHNIC UNIVERSITY OF THE PHILIPPINES (All Metro Manila Campus, walang... http://t ..."
Other,"RT @iskomoreno: Nakpil , malvar , bocobo st. Malate baha"
Other,"RT @dzrhnews:Klase sa lahat ng antas sa buong Pasay City suspendido na bukas, Aug. 9 at Biyernes, Aug. 10 ayon kay Mayor Tony Calixto"
Other,RT @gmanews: PAGASA downgrades Metro Manila to Yellow Warning. (7.5-15mm per hour.) #Balitanghali
Other,"Yang 'forever' mo, nauna pang tangayin ng baha kasama ng mga plastik.""  # AFTIEnoon *"
Other,@MMDA_eldridge passable na po ba junction cainta to antipolo?
Other,"RT @gmanews: BOCAUE, BULACAN: Classes suspended in all levels on Aug 9, according to Provincial Administrator Jim Valerio | #walangpasok ..."
Other,"RT @yoongkie: dapat pala dito na lng nag-shooting ang love rain. saktong-sakto, maulan at may baha pa"
Other,"@gmakf Over 5,000 families po 'yung naapektuhan sa Brgy. Greater Fairview. Brgy Hotline: 930-00-40"
Other,"RT @DZMMTeleRadyo: Red warning signal, muling itinaas sa Metro Manila http://t.co/lmjOvln2 http://t.co/4tGDMxhC"
Other,"RT @dzrhnews: Manila Mayor Lim, binawi ang naunang announcement, suspensyon ng klase, mamaya pang 10PM."
Other,@Iamteena @MakatiTraffic tina. sa osme highway baha din hanggang part ng washington. swimming pool literal abot tao.
Other,"@nins821 @elylidj hala ka. :P nins, would you know kung san burol didi? Dito ata sa manila pa eh."
Other,@dorkianchong buong pampanga ba yan?! o jan lng??
Other,"RT @DZMMTeleRadyo: WALANG PASOK sa QUEZON CITY BUKAS HANGGANG SA BIYERNES, (all levels) ayon kay Mayor Herbert Bautista"
Other,@ABSCBNNews sa Cavite din po ba?
Other,Ang TIWALA parang pagsakay sa JEEP. Hindi lahat nasusuklian kaya huwag kang mag bigay ng BUO.
Other,"RT @beybimicka: Red warning signal, muling itinaas sa Metro Manila http://t.co/rPSPRUs9 http://t.co/MQHVjAOI @MatamaanKa"
Other,"RT @Plaridel_DLSU: Harap ng DLSU Manila, Taft Avenue - (3pm, ngayong araw) http://t.co/qm3MDyYB"
Other,RT @nikisoriano: Sa mga nasa kalye wag kayo dumaan sa side streets of New Manila to Erod to Morato. Grabe traffic dami din baha. Ending  ...
Other,@MMDA_May Still flood po ba sa Taft ave. - Quirino LRT Station? May lakad kc ako bukas.tnx #mmda
Other,"#walangpasok all levels, Pasig, Aug.10 aside from Brgy. Oranbo, Pineda, San Antonio, Ugong, Kapitolyo at Bagong Ilog #DZBB | via @glenjuego"
Other,"RT @MMDA: Traffic Update: As of 5:25 PM Edsa SB Q Ave to P Tuazon-(H),Reliance to Boni-(M),kalayaan to Buendia-(M),Malibay to Taft-(MH)  ..."
Other,RT @MMDA: FLOOD ALERT: P.Burgos finance manila: passable as of 12:30PM #mmda
Other,Dear friends na kapwa kong nakatira sa Pasay. okay lang ba kayo? Ingat kayo :< @tryxzy_A @fralbui etcc
Other,"RT @dennis_datu: Gov. Sato: apektado ng bagyo ang sablayan,san jose,mamburao,sta cruz,rizal,paluan,abra de ilog,lubang at calintaan"
Other,"RT @DZMMTeleRadyo: Sinuspinde na ng Malakanyang ang klase sa lahat ng antas sa Metro Manila, Bataan, Bulacan, Cavite, Laguna,... http:// ..."
Other,@DTM_LillboyJANG Hello KuyaJang! Dito malakas parin ang ulan.
Other,"@jonvicremulla: May klase na po sa lahat ng antas, pribado at publiko, bukas (August 10) sa buong probinsiya ng Cavite."" @meaganlee14 yan"
Other,@IdeenArc @ixiayam @asdfghjklpei @algregvalmocena hindi ko pa alam kung kailan balik ko ng manila eh.. -_-
Other,"RT @jonvicremulla: May klase na po sa lahat ng antas, pribado at publiko, bukas (August 10) sa buong probinsiya ng Cavite."
Other,"RT @DZMMTeleRadyo: FLASH REPORT: Pasay City, isinailalim na rin sa state of calamity"
Other,@trishapomar okay na okay dito sa city. pero suspended ang klase for 2 days. . eh kamusta ka ate? buti at nakahupa na ang baha.
Other,"Schoolmates, walang pasok bukas... sa Manila."
Other,"RT @AnnaTantrum: So when ANC says ""labinlimang talampakan pa ang lalim ng baha"", yung unit of measurement ba is 1 foot/ruler, or paa talaga?"
Other,"RT @glenjuego: Vice Mayor Jose Cadiz: ""kung pagbabatayan ang kasaysayan sa Marikina, dinaig na ni 'Habagat' si 'Ondoy"" #DZBB"
Other,@buliglig oks naman. Di ako inabutan sa hosp just in time. Baha parin sa loob until now. Thigh deep dun. Dito sa house wala naman.
Other,"RT @WagTanga: Dear ulan, welcome ka sa China."
Other,"RT @ogiediaz: lumusong ka sa baha?If so, pls take DOXYCYCLINE 100mg, 2 pcs sabay. Once lng inom (cont) http://t.co/wOyjyteB"
Other,"Dear ULAN, sino ba ang nanakit sayo? At patuloy ang pagpatak ng LUHA mo."
Other,@edenlourice @vanvangranados nuruniyan pa man. Pero yakan kanina nga aabrihon nra later. Gn-off la kay lagpas tao na it baha ha basement.
Other,"RT @IndayBanat: Ang pagmamahal ko sayo ay parang Marikina River, umaapaw."
Other,@meralco kelan po magkakakuryente dito sa Olandes IVC Marikina?
Other,@EuniceGracenote good afternoon po. tuloy po ba kayo bukas sa PUP sta.mesa ? thanks :)
Other,"@tintinguarin @heyitsanjo Tin, si tel ba? inaabot ba ng baha valley golf?"
Other,Hmm..state of calamity na raw kami dito sa Pasay...tuloy pa din paglilimas ng tubig at paglilinis ng bahay...
Other,@icednotsonice @apzendowns ako NASA bahay Lang.. Taguig ka Aps.. Ingatz
Other,"RT @ShutangInaBeks: Yung eksenang grabe ang baha sa UBelt area. Kumusta FEU Water Tamaraws, NU Bull Frogs, UE Red Tide at UST Drowning T ..."
Other,RT @Jessalalala: Prayers. un po muna ang mabibigay kong tulong sa flood victims..
Other,@aquinokristina @annecurtissmith baka pwede din po matulungan mga taga Pasay City please
Other,RT @MhinwithanM: Meycauayan City 3 days n po kmi lubog sa baha wlng tga gvt n umiikot o ngaabot ng tulong! http://t.co/POyXimsX @gmanews ...
Other,"Dear Habagat, Wag kang assuming. Hangin ka lang at hindi ka Bagyo."
Other,"@ayenpotx @henriatzki meh ngsbe skn,sbe dw sa balita wla dw pasok Batangas at Laguna?haha. Gulo."
Other,"RT @ogiediaz: _¢‚Ç¨_ì@mielmignon:May Maganda pa po dyan, see this link http://t.co/L9lPsnJH nandyan na po yung details._¢‚Ç¨ÔÜù--anong klaseng plasti ..."
Other,@ynagrace hanggang saan yung baha nung nakaraang araw? :o
Other,@HikaruGenjiU oo nga eh. sana tumila na si ulan.. sabi kasi sa pag asa kgbi mabagal ung bgyong papunta sa taiwan na nghihila ng habgat satin
Other,RT @denniesaurs: Ano to lokohan? Nabahaan din ang manila hindi lang pasay. Tapos ang araw-araw sa pasay walang pasok hannggang bukas... ...
Other,Pwedeng magpadeliver sa McDonalds? Dito lang po kami sa may Fairview. :D
Other,"RT @gmanews: FLASH REPORT: Isang lolo, namatay habang inililigtas sa Sto. Ni_É¬±o, Marikina City #DZBB | via @glenjuego"
Other,Baha na daw qc circle?!
Other,@lilianicole nasa Bulacan. Buti na lang hindi ako lumuwas ng Mnl. Nakita mo ba yung RT ko? Nagsnow naman daw sa Africa? Luh!
Other,Friends! Bukas ba ang MRT ngayon? need your help. Thanks guys!
Other,@MIKKSmo baha pa . pero ndi na masyado mataas .
Other,@noynoyaquino @DZMMTeleRadyo May pasok ppo ba ang QUEZON CITY.
Other,#18ThingsIWant 1. Humupa na ang baha.
Other,@annajacinto friend nakapasok ka ba? San ba pwede dumaan? Baha na sa min eh
Other,@micoiaguilar coi wala bang ulan jan?
Other,"RT @WagTanga: Kaen, tweet, tulog. Gawain ngayong tag-ulan."
Other,Nakakahilo yung ulan at natatae
Other,@MMDA any flood update on Pasay Rotonda?
Other,@huh_nna akala ku talga bagyo n un low pressure area plang pla.
Other,Nagustuhan ko ang isang video sa @YouTube http://t.co/VlH2LE4c Manila Adventist Colleges Youth Camp (MY Camp2012
Other,@mmda how's edsa southbound? galleria to south super
Other,@JUSellamil Pag walang ulan siguro?
Other,@gmanews Are there any class suspension for manila tomorrow? #walangpasok
Other,Wala na daw pasok sa lahat ng antas sa LAGUNA - SAKSI(GMA)
Other,"""@ArvenDeAsis: Baha sa labas"
Other,"#tq RT @janrobertgo: In Portuguese, rain (noun) is chuva, flood is chuvarada, rain (verb) is chover."
Other,"#tq RT @MMDA: FLOOD ALERT: As of 5:00 PM, Sgt. Santiago; Not passable to all types of vehicles.  Timog/ Morato. Not passable (cont) http://t ..."
Other,"RT @tippydossantos8: RT""@joyjoyesq: Ang love parang bagyo...Ang hirap i-predict kahit may PAG-ASA."" parang ligaw na bala... Kala mo para ..."
Other,@happygek oo sabi sa balita. grabe lakas ng ulan dito eh. yung ibang city baha na din. buti sa bundok kami. may communication ba kayo?
Other,"RT @jannisebuan: Tinangay na ng baha yung mga plastic. Pero, ba't nandyan ka pa? Tatag natin ah."
Other,"RT @OgieNatividad: Waist level parin ang baha palabas ng St. Joseph, Pasig. #FloodsPh #PrayForThePhilippines"
Other,ULAN na naman..
Other,Ano na pala nangyari sa Marikina river? Bakit parang naubos na yun balita? Bumaba nba?
Other,@choihilario dito one day na halos walang ulan. ingats kayo dyan
Other,"RT @kaloooooy: Colleges in Manila, lagot kayo kay Lim https://t.co/CoVoUHew"
Other,@JaonnaQui Di baha dyan sa baba ng Berkeley?
Other,@MMDA Flood Alert: Kalantiaw-P.Tuazon Knee deep
Other,@nuisancerika Good. San ka nga ba? Eto wala naman baha. yung ibang part lang.
Other,@Rickmanalastas Siguro! .. #PrayForThePhilippines !!
Other,@UEManila kung sa UE wala nang baha paano naman sa ibang lugar..?
Other,RT @Solid_ABSCBN: #UGC RT @iahmrona: we need food and water supplies dito sa bacoor! Di kasi kame makalabas dahil sa tubig! Please...
Other,Tubig sa Marikina lagpas tulay na. #NeverPanicJustPray. http://t.co/SZkx5KNv
Other,"RT @DZMMTeleRadyo: Rainfall warning signal sa Metro Manila, inalis na ng PAGASA, alas-12:20PM | via @dost_pagasa"
Other,RT @KathNielLicious: Ulan? Kanina sa SAGIP KAPAMILYA namimigay ng Relief goods si DJ tapos umulan nanaman. Crush mo talaga si @imdanielp ...
Other,@mynameisKDR wag na mabadtrip san ka ngayon sa bicutan ?
Other,"@HeiressIsha nagTaytay-Floodway kami ng brother ko. Dito ako nagwwork sa Tektite, Ortigas. Waist-deep pa rin ang Junction pati Brookside."
Other,@akoposineil Nyay! wala akong masabi. -_- kakasabi mo lang na ayaw mong pumasok kase mababasa ng baha ung paa mo. xDD
Other,@DadaArtadi @realaubreymiles ikaw magtago ka na sa lunga baka anurin ka ng baha.
Other,RT @me_mishi: No choice kundi lumusong sa baha na hanggang tuhod. Importante nakasakay na kami ng bus. @jeidhi @lsflorentino
Other,"RT @gmanews: Classes ALL LEVELS suspended: NCR, Zambales, Bataan, Pampanga, Pangasinan, Tarlac, Bulacan, Laguna, Cavite & Rizal | #w ..."
Other,RT @A_Galamiton: @imMMForever hanggang saan ung baha sa inyo kahapon?
Other,Ulan sa town ngayon?..
Other,"RT @DZMMTeleRadyo: Bulacan, isinailalim na rin sa state of calamity"
Other,@teyluvsivan @MarvinIsChiChi para maiwasan ang baha sa ortigas ext - ever. So more add ka ng mga 1hr sa travel.
Other,"@heyitsanjo steffi and her brothers are. okay daw, may baha pa rin peronag subside na. yung foods daw nila ang konti na. nabasa ko sa fb"
Other,@Joanne_who_else: Solid ung water level ng river. Pero dito samen steady lang. Wala masyadong baha. Dyan ba? Ingat din!
Other,RT @acandychin: @reginevalcasid kailangan po ng food water sa paco obando bulacan halus 2wks na po ang baha dun . Pls . Thankyou
Other,"RT @PinoyBookOfLove: ""Dear ULAN, Hiyang hiya naman sayo si ONDOY. Ulan ka lang , siya bagyo."""
Other,"RT @worthyraise: Malakas na ulan at mas mataas ang baha. Waist level na sa Mayapis, Gil Puyat Ave. & around Cityland Condo Makati. P ..."
Other,"Paano ako papasok, eh baha parin. https://t.co/WVIYmTdK"
Other,@cristinasim_ eh paano tayo makakarating sa scho kung baha yung ibang cities dbaa ...
Other,"May Pasok na po sa lahat ng antas, pribado at pampumblikong paaralan sa Buong Lalawigan ng Cavite bukas (August 10,2012) - @jonvicremulla"
Other,"RT @gmanews: As of 9AM, nakataas ang Orange Warning ng PAGASA sa Metro Manila, na ang ibig sabihin ay intense rain sa susunod na 2 oras ..."
Other,"RT @bandila: NGAYON SA #Bandila Pagpapakawala ng tubig sa Angat dam, makakadagdag sa baha"
Other,"RT""@DZMMTeleRadyo: WALANG PASOK: Taguig (all levels pati City Hall, maliban sa emergency related agencies) ayon kay Mayor Lani Cayetano"
Other,"RT @DZMMTeleRadyo: WALANG PASOK: Taguig (all levels pati City Hall, maliban sa emergency related agencies) ayon kay Mayor Lani Cayetano"
Other,"RT @NoeLava: #walangpasok all levels, Pasig, Aug.10 aside from Brgy. Oranbo, Pineda, San Antonio, Ugong, Kapitolyo at Bagong Ilog #DZBB ..."
Other,"RT @TomasinoWeb: PAALALA: Dahil sa baha sa UST, ang #TulongTomasino disaster relief drive ay gaganapin sa STO. DOMINGO CHURCH sa Quezon ..."
Other,[hope] Hey! Kumusta kayo? Okay lang ba kayo? Ingat sa ulan at baha k? ATTENTION: AUGUST 12 NA DAW PO YUNG NEW... http://t.co/QRPJu3yA
Other,"RT @ilokanonggwapo: #dzbbspecialcoverage mataas na ang baha sa visayas avenue, ""45 min. na akong nag-iikot"" - Mr. Seva."
Other,RT @INGRIDDients: grabe ang baha. http://t.co/pzVWiLzx
Other,"Guys, coming from someone who lives right across Scho, I can assure you na hindi ganun kataas ang baha. Mababasa lang socks niyo. Yun lang."
Other,Kasama na ang UP diba? Kasi pagkaintindi ko oo. Nasa QC naman tayo.
Other,"@edheeersantos natext ko na. Anyway, dumaan kami jan kanina sainyo nung naligo kami sa ulan. Di kita matawag baka kasi magalit si lola"
Other,"@lablitolentino okay kme, ngevacuate kme s antipolo, kayo jn?"
Other,"RT @Karen_DaviLa: Yes, it means walang pangalan po ito dahil hind bagyo, hanging habagat lang po na nagdala ng ulan from Haikui RT @john ..."
Other,@MichGabrielleDL Kamusta na baha diyan? At least may food pa kayo. Yun naman importante eh.
Other,RT @isabelimineli: Metro Manila needs larger sewers. Kaso tatapunan na naman natin ng basura.
Other,RT @gmanews: Light to moderate rainfall naman ang inaasahang bubuhos sa ibang bahagi ng Metro Manila sa loob ng isang oras #NewsTVLive (2/2)
Other,RT @keeantot: @gmanews @MMDA Ortigas Ext. | De Castro http://t.co/PjN3WHmT
Other,"RT @gmanews: MALOLOS, BULACAN: According to Mayor Christian Natividad, classes are suspended until Saturday, Aug. 11. #WalangPasok via @ ..."
Other,@nicabaylosis Libre mko ng PIZZA cous! Pag wala na si baha at hannging habagat :ll PLEASE
Other,"RT @loveradio907: Marikina City walang pasok sa lahat ng antas bukas, Aug. 10., as per Mayor Del de Guzman | via @dzrhnews"
Other,"RT @DZMMTeleRadyo: Pasok sa preschool hanggang high school sa Laguna bukas (public and private), suspendido na, ayon kay Gov. ER Ejercito"
Other,"@itsmejaycel @jannhere oo..binaha ung SM nung tuesday aftie... pro ngaun wala na daw baha kya pinapapasok kmi,,sabi ko baha ung dadaanan ko."
Other,"RT @gmanews: PASIG CITY: Classes suspended, Aug.9. All levels. | #walangpasok via @glenjuego"
Other,EDSA NB heavy traffic in Santolan
Other,"RT @gmanews: Lebel ng tubig sa Marikina, lumagpas ng 20m critical level; forced evacuation, ipinapatupad na #NewsToGo"
Other,@leiestrelles 6-7pm bukas. prayer meeting daw sa ortigas.
Other,"Lakas ng Makati, parang walang nangyari e. Tuyung-tuyo ang kalsada. Unlike the other cities."
Other,@DZMMTeleRadyo Hi po ! ask lang po kung totoo po yung hanggang friday daw po walang pasok ang pasay . tweetbck po
Other,RT @gmanews: 169 barangays ay lubog parin sa baha sa Maynila. #SONA
Other,@vitwiin narinig ko lang sa radio. Sa pasig daw.
Other,"@charlLiebitme: lakas na naman ng ulan kaloka oh"" oo nga eh. Lakas ng kulog. -.-"
Other,"RT @DZMMTeleRadyo: Mayor Lim: 60 porsyento ng kalsada sa Maynila, lubog sa baha."
Other,@riseterrizes @katro419 santolan pasig po.
Other,RT @DZMMTeleRadyo: RT @johnsonmanabat: Libreng sakay ng @MMDANavigator sa Araneta ave QC http://t.co/PFLzpwVf
Other,@quinecastillo Buti naman. Pero di naman kayo sobrang apektado ba? Like hanggang san un baha?
Other,"@YKAli_ im fine, musta ang baha dyan?"
Other,"RT @DZMMTeleRadyo: WALANG PASOK BUKAS: Binangonan, Rizal (all levels) at Calumpit, Bulacan (all levels)"
Other,LoveLife? Mas pinoproblema ko yung Baha!
Other,Masyadong Trending ngayon si Hanging Habagat kala mo bagyo .
Other,@gmanews @ as lng po my pasok po san juan bukas ???
Other,@MMDA NB Ortigas to Trinoma passable?
Other,@MMDA ok lng po b ang daan papuntang makati? Tnx po
Other,RT @PapaJackAdvices: _¢‚Ç¨_ìDi mo kailangan ng lalakeng magiging sunud-sunuran sayo. kailangan mo ay ang lalaking kakapit kahit na anong bagyo ...
Other,"RT @ABSCBNNews: Palace suspends classes, all levels on Aug 9 in NCR Zambales Bataan Pampanga Pangasinan Tarlac Bulacan Laguna Cavite Riz ..."
Other,"@LevinAbdon ayun oh! tama, magulo yun... hindi ka na makakasabit sa jeep if ever."
Other,@DZMMTeleRadyo pti po vah buong bulacan kzama sa ualang pxok hanggang friday?
Other,"RT @GlobeBridgeCom: Globe's 10th Libreng Tawag station at Mandaluyong Elem. School, Mandaluyong"
Other,@MMDA traffc update edsa NB
Other,"RT @RicaaSanchezz: Kapag may nawawala sasabihin, ""NA-ONDOY PO."" Ngayon, "" NA-HABAGAT po. """
Other,"@yematamis Wala, nagsuspend na bukas. I decided na umuwi na sa QC pero bukas na lang."
Other,"@tomaanchwan Number Coding is lifted today kasama po ang makati and las pinas, August 9, 2012. #mmda"
Other,"RT @gmanews: BACOOR, KAWIT, NOVELETA, ROSARIO, CAVITE CITY: Classes suspended, Aug.9. Preschool to HS only | #walangpasok via Gov. @jonv ..."
Other,@khokho22 ok naman daw edsa
Other,@detour_allan ou nga po ee. Ung mga ndaanan nga po namin kanina sobrang baha pa rin e
Other,"guys, baha ba ang way pa shaw from QC? pakisagot"
Other,"RT @MMDA: Traffic Update: As of 5:25 PM C5 SB Ortigas-(M),after light to Kalayaan,Market Market-(M) #mmda"
Other,Malakas pa rin ang ulan sa QC. @.@
Other,May nakitambay nanaman na baha.
Other,"@meralco hello po. Brownout po sa buong street namin. Concepcion St., Sta. Ana, San Mateo, Rizal. Kanina pa daw po 1pm. @ABSCBNNews"
Other,SA GITNA NG ULAN- CURSE ONE vlync smugglaz (LYRICS): http://t.co/OPdSjd3a via @youtube
